1	469
7	420
12	470
18	489
19	420
20	489
21	467
25	467
31	489
32	489
37	489
38	470
46	489
50	489
52	470
55	420
57	489
60	470
61	489
66	489
68	489
70	466
74	489
75	467
79	466
81	467
83	489
88	472
96	489
97	489
108	469
124	467
125	489
127	472
128	489
133	489
142	489
145	489
152	489
155	489
158	489
159	489
166	35
174	489
175	470
181	473
182	468
183	469
184	489
199	489
200	489
213	420
231	489
241	489
249	473
254	219
261	489
262	489
263	489
265	489
272	489
275	489
295	489
301	489
304	489
305	220
306	489
310	489
321	467
322	489
323	489
334	468
336	466
337	489
341	489
347	489
348	489
351	489
356	489
357	489
358	489
366	489
381	467
382	489
386	489
387	489
391	467
392	489
394	97
394	98
396	467
401	489
402	489
404	420
405	489
415	466
417	489
418	469
421	489
425	489
427	489
430	489
434	420
435	489
445	489
451	489
455	489
459	489
465	420
475	467
476	420
478	489
485	470
489	472
491	489
493	466
496	489
498	489
499	489
506	489
510	489
522	219
522	220
522	212
522	606
522	478
522	96
522	97
527	489
529	489
536	489
541	489
548	489
549	489
555	489
556	489
561	467
562	489
563	489
567	467
569	469
570	489
572	489
575	489
576	489
578	489
587	489
589	489
592	489
600	489
601	489
604	489
606	489
614	467
620	467
626	489
627	467
633	467
643	489
651	467
652	489
654	469
655	469
660	219
665	489
668	376
670	467
671	420
674	470
681	489
685	489
695	489
707	489
710	470
714	489
718	489
720	489
721	420
727	467
735	420
741	120
742	466
743	489
745	420
749	467
750	467
753	489
780	489
781	489
782	420
783	315
784	489
787	489
795	489
797	470
812	489
813	473
814	420
819	489
821	420
826	57
828	489
829	467
830	467
838	489
843	489
845	467
851	489
857	467
859	489
863	467
866	489
867	489
870	489
883	489
891	489
894	466
896	467
897	467
903	489
906	420
914	470
917	467
919	467
921	489
924	470
927	489
928	489
932	420
935	489
940	489
948	470
949	489
952	489
953	467
957	470
962	466
973	489
979	489
982	467
984	489
986	489
987	489
992	469
1002	467
1009	489
1011	489
1012	489
1034	470
1040	489
1042	467
1045	489
1048	489
1055	470
1057	489
1058	420
1059	489
1061	489
1066	469
1073	489
1075	420
1085	489
1090	467
1097	489
1124	120
1127	472
1128	382
1131	467
1132	469
1134	467
1137	470
1140	489
1141	489
1145	489
1146	489
1148	467
1157	489
1160	120
1161	489
1163	489
1172	489
1178	145
1192	489
1193	470
1196	489
1198	467
1199	469
1201	467
1202	420
1204	489
1205	467
1207	470
1212	100
1214	469
1226	219
1227	489
1240	219
1242	489
1252	420
1258	467
1262	489
1265	489
1269	468
1270	420
1275	467
1280	411
1282	489
1285	489
1286	467
1295	84
1296	489
1297	163
1305	489
1306	489
1308	489
1309	467
1311	489
1316	489
1319	489
1323	489
1328	467
1347	489
1348	489
1359	122
1377	467
1382	469
1390	489
1392	489
1396	420
1412	420
1415	470
1420	469
1428	472
1450	470
1452	489
1454	299
1460	420
1461	466
1462	489
1466	219
1468	489
1470	489
1482	420
1487	467
1489	467
1491	420
1492	489
1493	489
1497	489
1498	470
1499	467
1502	469
1504	489
1505	489
1509	489
1520	120
1524	489
1527	467
1535	470
1539	489
1541	489
1542	420
1543	467
1549	489
1550	489
1551	489
1556	489
1559	489
1562	470
1568	467
1577	489
1579	467
1581	489
1583	469
1596	489
1597	420
1601	489
1604	469
1605	467
1612	469
1619	467
1620	489
1624	489
1625	489
1630	311
1631	489
1640	489
1649	420
1657	472
1658	489
1659	489
1660	489
1661	489
1667	489
1670	489
1671	489
1682	469
1686	420
1689	489
1690	489
1697	467
1704	489
1706	489
1718	489
1720	489
1726	489
1732	470
1735	489
1736	489
1739	409
1740	467
1742	489
1743	489
1747	489
1750	467
1753	489
1767	489
1768	489
1771	467
1780	489
1782	489
1792	489
1796	489
1802	371
1802	375
1802	376
1802	377
1802	380
1802	381
1802	382
1802	402
1802	405
1802	406
1802	407
1802	408
1802	409
1802	411
1807	489
1808	489
1813	489
1831	489
1834	489
1835	489
1836	467
1837	489
1847	489
1848	469
1848	470
1848	471
1861	489
1862	489
1869	469
1872	489
1875	120
1877	489
1878	489
1883	420
1884	122
1885	489
1886	489
1888	489
1894	467
1895	471
1895	470
1895	212
1900	411
1901	466
1903	489
1904	420
1907	489
1908	467
1909	489
1912	489
1917	467
1919	489
1932	489
1934	489
1939	489
1947	470
1948	467
1950	489
1952	489
1958	420
1964	489
1969	445
1982	489
1986	489
1990	467
1996	489
1997	420
2013	489
2015	489
2017	420
2022	489
2024	467
2037	489
2041	489
2048	473
2053	489
2054	489
2056	489
2057	489
2058	489
2063	467
2066	489
2069	489
2070	489
2078	420
2081	489
2083	489
2086	489
2087	489
2092	489
2098	489
2099	467
2117	489
2120	489
2121	420
2122	467
2126	489
2128	467
2129	489
2132	311
2133	470
2139	489
2144	489
2150	420
2154	489
2158	489
2159	489
2162	469
2168	489
2170	489
2171	470
2175	489
2176	489
2177	466
2183	489
2195	466
2196	489
2202	489
2203	467
2209	489
2212	489
2214	420
2217	420
2228	467
2240	467
2247	489
2248	489
2250	489
2251	489
2253	489
2254	489
2257	489
2259	489
2261	489
2265	489
2266	489
2271	489
2275	470
2276	469
2281	489
2294	489
2298	489
2310	489
2312	489
2315	489
2318	420
2325	489
2328	469
2329	489
2334	489
2356	467
2357	467
2359	467
2362	489
2364	489
2365	467
2374	489
2379	489
2380	489
2381	489
2386	469
2387	489
2393	467
2398	467
2404	467
2418	489
2421	467
2422	467
2429	489
2433	489
2435	489
2439	489
2442	489
2443	489
2444	220
2449	420
2452	489
2453	489
2454	489
2457	489
2459	489
2461	467
2462	489
2467	420
2473	489
2482	489
2493	100
2495	420
2500	489
2503	489
2504	489
2509	469
2511	489
2512	489
2526	489
2529	489
2531	489
2540	420
2546	469
2547	489
2550	489
2556	489
2560	470
2565	489
2568	489
2572	489
2573	467
2576	420
2577	489
2580	469
2589	467
2604	489
2605	467
2610	489
2611	489
